zaman_damgasi,gecen_sure_ms,olay,seq_no,deneme,aciklama
23:48:48.803,10611.958,ACK_ALINDI,174,0,
23:48:48.803,10611.958,ACK_ALINDI,175,0,
23:48:48.804,10613.721,ACK_ALINDI,176,0,
23:48:48.815,10624.104,ACK_ALINDI,177,0,
23:48:48.815,10624.104,ACK_ALINDI,178,0,
23:48:48.817,10626.155,ACK_ALINDI,179,0,
23:48:48.817,10626.155,ACK_ALINDI,180,0,
23:48:48.817,10626.155,ACK_ALINDI,181,0,
23:48:48.817,10626.155,ACK_ALINDI,182,0,
23:48:48.821,10630.073,ACK_ALINDI,183,0,
23:48:48.827,10636.256,ACK_ALINDI,184,0,
23:48:48.831,10640.436,ACK_ALINDI,185,0,
23:48:48.832,10640.924,ACK_ALINDI,186,0,
23:48:48.832,10641.689,ACK_ALINDI,187,0,
23:48:48.833,10642.201,ACK_ALINDI,188,0,
23:48:48.833,10642.201,ACK_ALINDI,189,0,
23:48:48.833,10642.201,ACK_ALINDI,190,0,
23:48:48.835,10643.76,ACK_ALINDI,191,0,
23:48:48.835,10643.76,ACK_ALINDI,192,0,
23:48:48.835,10643.76,ACK_ALINDI,193,0,
23:48:49.836,11645.554,ACK_ALINDI,194,0,
23:48:49.840,11649.23,ACK_ALINDI,195,0,
23:48:49.899,11707.85,FIN_ALINDI,-1,0,butunluk=True
